city,team,PACE,AST,TO,ORR,DRR,REBR,EFF FG%,TS%,OFF EFF,DEF EFF,season
Milwaukee,Bucks,107.9,16,22.6,27.6,71.8,49.7,47.7,52.8,90.6,89.2,2003
Milwaukee,Bucks,106.3,16,21.8,25.6,69.9,47.7,50,54.3,93.5,91.3,2002
Minnesota,Timberwolves,97.6,17.8,13.9,24.3,74.7,49.8,49.8,54.9,104.3,107.1,2015
Minnesota,Timberwolves,97,16.5,13.7,26.6,71.6,48.4,46.8,51.7,99.8,109.6,2014
Minnesota,Timberwolves,99.8,17.4,12.2,27.4,74.4,50.3,48.6,53.5,105.6,104.1,2013
Minnesota,Timberwolves,95.2,17.2,13.8,27.4,74,49.9,47.3,51.6,100.1,102.9,2012
Minnesota,Timberwolves,96,13.6,24.5,27.5,73,50.2,47.7,52.4,101.5,103.6,2011
Minnesota,Timberwolves,99.2,13.4,26.2,29.6,73.7,51.1,48.3,52.6,101.1,108.3,2010
Minnesota,Timberwolves,98.5,13.5,25.5,26.7,73.6,49.7,47.8,51.8,98.9,109.3,2009
Minnesota,Timberwolves,94.1,14.4,23.4,27.7,75,50.5,48.1,52.6,102.6,109.1,2008
Minnesota,Timberwolves,108.2,14.1,23.9,27.5,73.6,49.8,48.4,51.8,87.4,95.3,2007
Minnesota,Timberwolves,108,15.7,25.8,25.1,72.1,49.2,49,53.7,86.8,91.6,2006
Minnesota,Timberwolves,105.3,15.2,24.9,25.2,71.3,48.9,48,52.4,86.1,88.3,2005
Minnesota,Timberwolves,104.1,16.7,22.5,28.6,71.4,51,48.9,53.4,91.8,92,2004
Minnesota,Timberwolves,104.6,16.7,22.1,26.7,72.5,50.9,48.6,52.8,90.7,84.2,2003
Minnesota,Timberwolves,108.1,17.4,22.8,28.2,72.9,51.1,48.8,52.8,90.4,88,2002
New Jersey,Nets,92.7,14.2,25.1,27.8,70.7,48.6,47.3,51.6,99.7,106.9,2011
New Jersey,Nets,92.4,15,23.6,26.1,74.2,49.4,47.4,51.7,100.2,107,2010
New Jersey,Nets,93.6,13.6,24.1,25.1,71.8,47.4,45.8,50.9,98.1,108,2009
New Jersey,Nets,92.3,14.6,22.5,25.2,73.5,49,49.7,54.3,105.4,108.2,2008
New Jersey,Nets,108,16.3,24.8,26.6,73.8,50.1,48.1,52.8,87.5,93.4,2007
New Jersey,Nets,108.1,16.8,24.9,24.6,74.4,49.7,50.4,54.6,89.6,89.8,2006
New Jersey,Nets,106,16.5,23.5,24,76.3,49.8,47.8,52.8,88.5,86.4,2005
New Jersey,Nets,106.5,15.5,24.1,25.5,73.2,49,46.3,51.2,85.3,85.9,2004
New Jersey,Nets,107.3,17.3,25.2,25.9,73.9,49.9,47.1,51.5,84.6,81.1,2003
New Jersey,Nets,109.8,15.9,24.3,28.7,73.1,50.9,46.8,51.8,87,81.2,2002
New Orleans,Pelicans,98.9,16.9,12.3,21.2,78.8,49,49.8,53.7,103.2,107.3,2015
New Orleans,Pelicans,93.7,17.2,12.5,27.1,75.1,51.1,50.1,53.7,105.4,104.7,2014
New Orleans,Pelicans,94.5,16.6,12.9,26.9,73.8,50,49.5,53.7,104.7,107.3,2013
New Orleans,Pelicans,90.9,16.8,14,29.2,74.4,51.4,48.9,52.8,102.7,107.6,2012
New Orleans,Pelicans,90.7,15,26.4,27.5,73.1,50.7,47.6,51.7,98.3,102.3,2011
New Orleans,Pelicans,90.9,15.3,22.8,25.1,76.2,50.5,49.3,53.7,103.8,102.5,2010
New Orleans,Pelicans,94.8,15.7,22.6,24.8,73.8,48.9,50.6,54.3,105.1,107.3,2009
New Orleans,Pelicans,90,14.8,22.3,24.6,74.9,49.8,50.1,54.8,106.2,104.1,2008
New Orleans,Pelicans,104.9,15.8,20.5,27,75.4,50.6,51.2,54.8,96.6,89.5,2007
New Orleans,Pelicans,104.8,15,24.8,29.1,70.7,49,44.6,49.3,82.6,90.8,2004
New Orleans,Pelicans,107,14.8,24.8,30.6,71.3,50.4,46,50.5,85.3,85.1,2003
New Orleans,Pelicans,106.8,15.4,24.3,31.7,73.1,52.2,46.5,51.1,86.9,85.1,2002
New York,Knicks,95.8,16.1,12.6,23.7,75.8,50.1,48.3,52.7,102,104.8,2015
New York,Knicks,93.7,16.8,14,24.5,73.1,48.1,47,50.8,97.1,107.2,2014
New York,Knicks,92.6,16.1,12.5,25.1,74.3,49,50.5,54.1,105.4,106.5,2013
New York,Knicks,92,15.8,11.7,25.6,74.7,49.3,51.5,55,108.6,103.5,2012
New York,Knicks,95.7,14,25.9,26.7,73.7,49.9,49.2,53.3,101.4,98.4,2011
New York,Knicks,98.1,14.9,22.4,24.2,71.9,47.9,51.3,56.1,108.3,106.9,2010
New York,Knicks,96.1,15.1,23.1,23.5,72.1,47.4,50.9,54.7,105.2,109.1,2009
New York,Knicks,99,14.5,22.9,24.4,72.7,47.8,50.3,54.4,105.3,108.4,2008
New York,Knicks,107.5,13.2,23.6,28.6,72.7,49.9,47.5,51.8,88.1,96.6,2007
New York,Knicks,108.3,13,27.5,31,74,52.7,49.4,53.9,87,92.8,2006
New York,Knicks,108.9,12.5,28.3,31.2,72.8,51.8,48.1,53.4,85.2,94.3,2005
New York,Knicks,107.6,14.4,24.3,28.3,71.2,49.6,48.5,53.1,89.1,92.2,2004
New York,Knicks,106.7,14.7,26.2,28,72.8,50.7,47.4,51.8,84.7,87.4,2003
New York,Knicks,107.3,15.6,23.6,24.4,71.8,47.6,48.6,52.8,88.4,89.9,2002
Oklahoma City,Thunder,99.4,16.8,14,31.1,76,54.7,52.4,56.5,109.9,103,2015
Oklahoma City,Thunder,98.3,15.4,13.1,28.9,75.6,52.6,49.2,53.2,104.5,103.1,2014
Oklahoma City,Thunder,97.9,16.7,14,26.5,75.6,52.2,52,56.6,108.1,101,2013
Oklahoma City,Thunder,95.9,16.7,14.4,26.7,73.4,51.8,52.7,58,110.2,99.2,2012
Oklahoma City,Thunder,95.7,13.1,26.5,27.8,72.1,51.4,51.6,56.7,107.1,100,2011
Oklahoma City,Thunder,95.3,14.4,23.2,27.4,73.6,51.3,50.1,56.1,108.6,104,2010
Oklahoma City,Thunder,95.6,14,24.4,28.6,73.6,51.7,49.4,54.7,105.8,101.6,2009
Oklahoma City,Thunder,96.1,13.9,25.9,28.6,73.9,50.8,47.1,52.1,99.9,106.9,2008
Orlando,Magic,98.2,17.7,12.8,23.1,76.5,49.4,50,53.3,102.6,104.6,2015
Orlando,Magic,95.9,16.3,14,23.1,76,49,49.4,52.4,99.6,105.2,2014
Orlando,Magic,95.9,16.5,14,22.4,75.5,48.9,48.7,52.5,99.3,104.8,2013
Orlando,Magic,94.5,17.7,13.7,25.4,74.6,50,48.5,51.4,98.9,106.7,2012
Orlando,Magic,91.2,14.5,25.3,26.5,75.5,50.7,50.6,53.3,102.4,101.7,2011
Orlando,Magic,93.5,14.3,25,26.1,76.9,52.1,52.1,55.5,105.7,99.1,2010
Orlando,Magic,94.2,14.3,23.9,24.6,77.4,51.9,53.6,57.3,109.5,100.2,2009
Orlando,Magic,94.6,14.1,23.6,24,75.9,50.7,52,55.9,107.2,98.9,2008
Orlando,Magic,109.3,14.8,23.9,23.4,74.8,50.2,53.7,57.5,94.9,90.4,2007
Orlando,Magic,108.1,13.3,28,29.3,73.7,52,50,54.4,86.3,87.4,2006
Orlando,Magic,104.8,13.4,25.7,28.5,72.5,51.1,49.6,54.3,88.9,91.3,2005
Orlando,Magic,112.7,13.3,25.5,29.9,71.3,50.9,47.8,52.9,87.6,90.7,2004
Orlando,Magic,107.2,13.8,22.7,28.1,68.7,47.9,46.1,50.4,86.7,94,2003
Orlando,Magic,111.1,14.3,23.5,27,71.1,48.4,47.8,52.6,89,87.1,2002
Philadelphia,Seventysixers,100.2,16.3,14.9,20.6,74,46.4,48.7,51.9,96.6,106.7,2015
Philadelphia,Seventysixers,98.3,15.6,16,25.5,73,48.1,45.9,49.4,93,102.1,2014
Philadelphia,Seventysixers,101.6,16,14.8,24.8,72.4,47.7,47.5,51,96.8,107.5,2013
Philadelphia,Seventysixers,93.3,17.9,12.5,24.9,73.4,48.4,48.1,50.9,99.5,103,2012
Philadelphia,Seventysixers,91.9,16.2,19.6,24.4,75.2,49.7,48,51.1,101.7,96.6,2011
Philadelphia,Seventysixers,93.9,16.1,21.9,24.6,74.5,49.6,49.4,53.5,104,102.5,2010
Philadelphia,Seventysixers,93.9,14.8,24.1,27.6,73.2,50,49.6,53.4,103.4,107.6,2009
Philadelphia,Seventysixers,92.6,14.4,23.6,31.3,71.4,51.2,48.5,53.2,104.7,104.7,2008
Philadelphia,Seventysixers,108,14.4,23.6,31.8,72,51.7,48.2,52.2,89.4,88.5,2007
Philadelphia,Seventysixers,108.5,14.5,25.5,27.2,70.8,49.1,48,53,86.8,89.2,2006
Philadelphia,Seventysixers,109.8,14.3,23.4,25.6,71.3,48.5,48.7,53.8,90.4,90.4,2005
Philadelphia,Seventysixers,113.7,14.3,24.9,25.4,72.7,48.8,47.5,52.8,87,86.5,2004
Philadelphia,Seventysixers,106.1,14.4,26.8,28.2,70.7,49.7,45.6,50.5,81.8,84.9,2003
Philadelphia,Seventysixers,109.8,15,24.1,30.3,72.7,51.1,46.6,52,88.1,84.6,2002
Phoenix,Suns,100.9,15.5,15.2,25.4,77.1,50.6,48.7,52.6,99.4,107,2015
Phoenix,Suns,98.7,15.5,13.7,24.5,73.5,48.8,50.1,53.7,102.9,103.4,2014
Phoenix,Suns,98.2,14.8,14,26.4,73.7,50.1,51.9,55.8,107.1,103.8,2013
Phoenix,Suns,95.9,17.2,14.3,27,71.9,49,47.7,51.2,98.2,105.7,2012
Phoenix,Suns,95,15.8,23.4,25.8,71.7,49,49.9,53.6,103.5,103.8,2011
Phoenix,Suns,96.8,16.2,23.3,23.7,71.6,47.6,52.2,55.9,107,107.4,2010
Phoenix,Suns,97.9,15.9,23.9,27.6,70.8,50.4,54.6,58.5,112.7,106.9,2009
Phoenix,Suns,98.4,15.7,25.1,27.7,71.7,50.6,54.5,58.4,111.2,108.5,2008
Phoenix,Suns,112.9,17.9,23.6,22.4,70.9,48.6,55.1,59,97.1,92.5,2007
Phoenix,Suns,112.7,17.5,23.7,22.7,71.9,48.6,55.2,59,97.2,89.8,2006
Phoenix,Suns,112,17.9,21.8,22.1,72.1,47.7,53.7,56.8,96.4,89.6,2005
Phoenix,Suns,112.3,15.9,22.1,27.5,68.3,48.9,53.4,57.1,98.2,91.1,2004
Phoenix,Suns,110.9,13.7,25,26.6,69.9,48.1,47.5,51.5,85.2,87.6,2003
Phoenix,Suns,109.6,14.6,24.1,29.7,70.3,49.8,47.3,51.4,87.1,85.1,2002
Portland,Trailblazers,98.3,16.2,13.2,25.9,76.2,51,51.1,54.8,106.1,105.6,2015
Portland,Trailblazers,96.5,16.9,12.6,24.2,76.2,50.7,50.8,54.4,105.5,101.4,2014
Portland,Trailblazers,97.5,17.3,12.4,28,74.7,51.6,50.4,54.8,108.3,104.7,2013
Portland,Trailblazers,93.7,17.1,13.9,25.3,73.3,49,49.8,53.6,102.7,106.9,2012
Portland,Trailblazers,93.7,14.6,23.6,26.3,72.8,49,48.8,53.1,102.8,103.7,2011
Portland,Trailblazers,90.5,15.4,22.4,29.5,72,49.8,48.6,53.3,105.6,104.2,2010
Portland,Trailblazers,90.2,15.2,21.6,28.2,74.8,51.3,49.9,54.7,108,104,2009
Portland,Trailblazers,89.2,15,22.3,32.6,75,53.5,51.1,55.3,110.7,104.5,2008
Portland,Trailblazers,103,15.5,22.3,26.8,71.8,49.4,48.9,53.2,91.3,92.8,2007
Portland,Trailblazers,105,13.4,25.4,28.2,73,50.2,48.3,53,87.5,93.3,2006
Portland,Trailblazers,103.9,13.5,25.3,26.6,68.2,47.1,47.4,51.1,84.3,95.6,2005
Portland,Trailblazers,107.3,14.8,26.4,29.6,67.7,49.4,48.4,52.4,85.4,91.2,2004
Portland,Trailblazers,102.8,15.5,25.1,31.2,70,50.8,47.8,51.5,86.4,88.7,2003
Portland,Trailblazers,107.3,15.9,25.4,30.2,72.3,51.3,48.9,53.1,88.2,85.3,2002
Sacramento,Kings,102.2,17.7,14.2,23.9,74.9,49.6,51,54.6,103.3,106.3,2015
Sacramento,Kings,97.9,15.6,14.8,26.5,75.2,51.8,49,54.2,102.5,106.5,2014
Sacramento,Kings,96.7,14.7,13.9,27.8,76.6,51.9,48.4,53.2,102.9,106.3,2013
Sacramento,Kings,96.3,16.1,13.4,26.6,71,48.2,49.1,53.2,103,108.6,2012
Sacramento,Kings,97.3,13.3,23,29.1,70.5,48.8,47.2,51,101,106.8,2011
Sacramento,Kings,97.8,13.8,25.2,29.9,74.4,51.6,48,51.9,100.6,106.3,2010
Sacramento,Kings,96.5,14.1,24,27.8,73.5,50.3,49.1,52.8,102.4,107.2,2009
Sacramento,Kings,96.8,13.8,25,24.5,69.9,47,49.1,54.2,102.6,111.9,2008
Sacramento,Kings,112.7,13.3,25.8,25.2,71.7,48.9,50.3,55.6,89.8,92.7,2007
Sacramento,Kings,112.6,14.3,23.9,23.1,72.5,47.3,49.1,54.5,90.1,90.2,2006
Sacramento,Kings,109,15.6,24.3,25.4,72.2,49,49.2,54.4,90,88.6,2005
Sacramento,Kings,109.5,16.7,21.4,28.8,69,48.9,49.6,54.1,94.7,91.2,2004
Sacramento,Kings,109.6,17.9,23,26,69.8,48.4,50.7,55.4,93.7,88.4,2003
Sacramento,Kings,112.8,16.7,23.4,25.6,70.6,49.3,49.9,53.5,89.9,83.4,2002
San Antonio,Spurs,95.7,18.9,12.4,23,79.1,52,52.6,56.4,108.4,96.6,2015
San Antonio,Spurs,95.9,18.6,13.1,23.4,77.3,50.9,51.7,55.5,106.2,99.6,2014
San Antonio,Spurs,97.1,19.1,13.5,22.7,76.4,50.6,53.7,57.1,108.2,100.1,2013
San Antonio,Spurs,96.4,19.2,14,20.5,74.9,49.3,53.1,56.8,105.9,99.2,2012
San Antonio,Spurs,95.1,16.2,22.7,25.1,76,51.1,52.8,56.2,108.5,100.6,2011
San Antonio,Spurs,94.6,15.9,22.7,24.9,74.6,50.4,52.7,56.7,109.4,102.8,2010
San Antonio,Spurs,94,15.8,22.9,26.8,76.3,52,51.5,55.2,107.2,102,2009
San Antonio,Spurs,90.4,15.9,21,22.1,78,50.4,51.3,54.8,106.2,102,2008
San Antonio,Spurs,103.6,15.6,22.3,23.4,77.1,50.6,50.4,54.3,92,87.1,2007
San Antonio,Spurs,106,16.1,24,24.2,75.7,51,52.1,56.1,92.7,84.4,2006
San Antonio,Spurs,104.4,15.4,23.9,26,74.2,50.7,51.3,54.6,91.4,84.2,2005
San Antonio,Spurs,105.8,15.5,23.4,29.1,73.6,51.3,49.2,53.4,91.2,82.3,2004
San Antonio,Spurs,106.4,14.7,24.7,29.5,74.6,52.3,47.3,51.1,86,78.5,2003
San Antonio,Spurs,107.8,14.2,26.3,28.8,71.3,51.1,49.7,54.1,88.1,83.3,2002
Seattle,Supersonics,113.4,14.3,25,26.8,73.7,50.3,46.7,50.9,84.2,94.3,2007
Seattle,Supersonics,109.5,14.5,25.3,27.8,70.9,49.2,49.9,54.4,89.6,92.8,2006
Seattle,Supersonics,109,14.4,24,30.4,69,49.4,50.4,55.1,93,96.5,2005
Seattle,Supersonics,104.3,13.3,23,32.4,71.3,51.9,49.5,54.6,94.1,92.6,2004
Seattle,Supersonics,107.3,15.5,24.4,27.2,68.5,48,50.1,54,90.1,90.4,2003
Seattle,Supersonics,104.5,15.7,22.7,28.1,71.8,49.6,47.2,51.2,88,86.9,2002
Toronto,Raptors,95.3,15,12.3,24.6,77.7,51.6,50.4,55.2,107,102.7,2015
Toronto,Raptors,95.4,16.2,12,25.6,73.3,49.5,50.8,55.3,108.1,104.8,2014
Toronto,Raptors,94.4,16.5,13.2,27.2,74.9,50.9,49.8,54.5,105.8,102.4,2013
Toronto,Raptors,92.9,17,13,25.5,73.4,49.1,48.8,53.2,102.9,104.7,2012
Toronto,Raptors,91.6,15.1,25.7,25.9,75.4,50.9,47.5,51.8,98.5,101.5,2011
Toronto,Raptors,95.4,15.2,24,28.2,72,49.5,49.1,53.3,103.3,110,2010
Toronto,Raptors,95.4,15.6,22.5,24.7,72.9,49.5,52.1,56.4,108.6,110.2,2009
Toronto,Raptors,94.4,15.9,22.7,24,73.7,49.1,49.4,54.2,104.3,107.1,2008
Toronto,Raptors,105.2,17.2,20.5,23.4,75,49.1,51.1,55.1,95.7,90.7,2007
Toronto,Raptors,109,15.9,22.9,22.2,74.5,48.1,50.4,55,91.9,89.1,2006
Toronto,Raptors,106.9,14.1,22.1,25.4,73.3,48.3,50,54.8,93.8,95.4,2005
Toronto,Raptors,108.7,14.6,22.3,23.7,71.2,47,49.2,53.9,91.8,92,2004
Toronto,Raptors,103.3,14.3,24.8,23.8,70.1,46.8,45.4,49.5,81.7,84.1,2003
Toronto,Raptors,106.4,13.8,24,28.2,70.7,48.6,45.8,49.7,84.4,90.9,2002
Utah,Jazz,93.3,15.2,14.2,25.9,77.7,51.9,50.1,54,103.1,101.6,2015
Utah,Jazz,92.8,16,14.6,29.1,76.3,52.8,49.4,53.1,102.5,102.1,2014
Utah,Jazz,93.6,16.1,13.9,25.5,74.5,49.2,48.4,52.3,100.6,109.1,2013
Utah,Jazz,93.4,17.5,13.8,28.8,73.2,50.7,49.2,53.3,103.6,104.3,2012
Utah,Jazz,93.9,15,23,30.2,73.8,51.8,48.1,52.5,103.7,103.6,2011
Utah,Jazz,93.6,16.3,23.9,27,71.7,49.1,49.8,54.4,104.9,107.3,2010
Utah,Jazz,96,17.9,24.8,26.8,75.6,51.9,52.4,56.5,107.8,102.9,2009
Utah,Jazz,95.6,16.7,24,28.2,72.7,50.5,50.4,55.4,107.1,104.7,2008
Utah,Jazz,110.8,17.8,24,29.5,74.1,52,52.8,57.3,96.1,89.1,2007
Utah,Jazz,109.3,16.7,25.3,31.7,75.1,53.5,50.2,55.1,91.7,90.3,2006
Utah,Jazz,105.2,15.2,26.1,32.4,73.2,52.6,46.7,51.9,86,90.3,2005
Utah,Jazz,106,15.6,26.1,32,72.3,51.6,46.9,52.2,86.3,92.3,2004
Utah,Jazz,105.4,14.5,27.7,34.1,72.4,52.9,45.6,50.9,83,85.7,2003
Utah,Jazz,108.2,17.4,27.6,32.5,70.2,52.1,48.6,53.7,86.7,85.1,2002
Washington,Wizards,100.6,18.2,13.1,20.6,77.7,48.6,51.1,54.4,102.9,103.6,2015
Washington,Wizards,96,18.3,14,24.9,77.3,51.7,49.9,53.4,101.8,100,2014
Washington,Wizards,95.5,17.7,13.6,25.2,75.7,50,50.6,53.8,103.3,102.4,2013
Washington,Wizards,94.4,16.9,14.2,24.6,74.6,49.4,47.6,51.2,97.8,100.6,2012
Washington,Wizards,95.1,13.5,24.9,27.3,70.9,48.9,47.2,50.8,97.8,103.8,2011
Washington,Wizards,96.5,13.4,24.5,28,70.5,48.5,47.1,51.3,99.6,107.2,2010
Washington,Wizards,94.1,13.5,24.4,27.6,72.4,49.7,48.1,52.4,101.4,106.7,2009
Washington,Wizards,93.4,14.3,23.4,27.7,71.4,49,48,52.4,102.3,111.2,2008
Washington,Wizards,105.4,14.2,22.2,28.9,72.8,50.2,48.9,53.5,92.9,92.8,2007
Washington,Wizards,111.4,14.1,22.3,28.1,71,48.9,49.1,54.2,93.5,92.9,2006
Washington,Wizards,109.8,13.2,22.8,29.5,70.9,49.5,48.4,53.8,92.6,89.5,2005
Washington,Wizards,111.2,13.3,22.9,31.1,70,49.9,47.4,52.3,90.6,89.5,2004
Washington,Wizards,111.7,12.9,27.7,30.7,69.5,49.6,45.4,50,81,87.2,2003
Washington,Wizards,104.5,14.5,23.1,27.3,71.6,49.4,46,51.3,87.4,87.3,2002
Golden State,Warriors,102.9,21.7,13.4,21.9,75.7,50.8,56.6,60.2,113.3,101.7,2016
Toronto,Raptors,97.8,15,11.2,25.5,73.9,49.5,52.4,57.2,113.1,105.7,2016
Houston,Rockets,101,18.6,13.8,25.4,76.3,51.1,55.6,58.9,112.3,105.8,2016
San Antonio,Spurs,95.9,18.8,12.5,23.6,78,51.7,53.6,57.8,111.3,101.4,2016
Cleveland,Cavaliers,98.9,16.3,12.6,24.3,75.6,50.5,52.7,56.6,109.4,104.9,2016
LA Clippers,Clippers,98.6,17,12.3,22.1,76.8,50.3,52.7,56.7,108.8,103.2,2016
Boston,Celtics,98.6,18.8,11.7,21.5,73.8,47.5,52.2,56.1,108.5,105.8,2016
Milwaukee,Bucks,97.6,18.8,12.8,22.1,75.7,49.7,52.8,56.3,107.4,104.6,2016
Portland,Trailblazers,99.8,16.9,12.6,21.7,76,48.8,52.2,56.1,107.3,108.9,2016
Denver,Nuggets,100.7,17,13.6,28.2,79.2,53.7,51,55,106.6,110.1,2016
Minnesota,Timberwolves,96.8,17.2,13.6,28,77.4,52,50.6,54.9,106.4,107.4,2016
Utah,Jazz,93.1,15.8,13.8,21.9,76.7,50.9,52.6,56.4,106.3,101.4,2016
Charlotte,Hornets,98.9,17.8,10.9,20.6,79.4,50.3,49.8,54.4,105.8,104.4,2016
Washington,Wizards,99.1,17.4,13.3,23.8,76.4,50,51.9,55.4,105.6,106,2016
Oklahoma City,Thunder,100,16.2,13.2,26.1,77.9,52.6,51.1,54.8,105.5,103.8,2016
Indiana,Pacers,100.1,17,12.8,20,74.5,47.8,50.9,55.3,104.8,105.8,2016
New York,Knicks,99.8,16.1,12.6,26.7,74.3,50.4,49.7,53.3,104.5,107.7,2016
Sacramento,Kings,96.7,16.9,13,21.8,76.2,48.7,50.4,54.8,104.3,108,2016
LA Lakers,Lakers,100.3,15.6,13.5,25.5,75.4,49.6,49.9,53.9,104.1,110.2,2016
Chicago,Bulls,96.9,15.9,12.2,29.8,75.9,52.5,47,51.9,103.8,104.8,2016
Detroit,Pistons,96.3,16.4,11.2,22.5,80.4,50.7,49.7,52.7,103.2,104.7,2016
Phoenix,Suns,102.3,13.7,14,26.4,77.2,51,49.2,53.4,102.6,107.5,2016
Atlanta,Hawks,99.9,17.8,14.1,24.3,76.7,50.7,50.6,53.9,102.3,102,2016
Memphis,Grizzlies,95.3,16,12,23.8,78.4,50.1,47.8,52.2,102.1,101.5,2016
Dallas,Mavericks,93.4,16.3,12.1,19,77.8,46.2,49.7,53.2,101.9,107.2,2016
New Orleans,Pelicans,99.9,17.1,11.7,18.2,77.5,47.6,49.1,52.8,101.2,103.3,2016
Orlando,Magic,97.7,17,11.9,22,76.7,48.5,48.8,51.8,100.5,105.8,2016
Brooklyn,Nets,104.3,15.5,15.2,20,75.7,48.1,50.3,54.5,100.4,108.2,2016
Miami,Heat,97.1,16.2,12.2,23.7,76.6,49.6,48.7,51.4,100.3,104.5,2016
Philadelphia,Seventysixers,99.4,17,15.1,21.8,76,48.9,49.3,52.9,98.4,105.2,2016
